Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['LATN 325 - Classical Mythology'],"['Cross-listed as GREK 325 and HIST 352. Studies the most important myths of the Greeks and Romans. Includes the stories of creation, the gods and goddesses, the major heroes and important sagas such as Achilles, Odysseus and the Trojan War. Sources are mainly literary, e.g., Homer, Hesiod, Virgil and Ovid, but the course also includes Greek art. All readings in English; requires no previous knowledge of Latin or Greek.']",Modern and Classical Lang/Lit,Undergraduate,15,0,Gregg W Schwendner (P),17072,11:00 AM - 12:15 PM,MW,8/19/2024-12/12/2024,Main Campus Ahlberg Hall 210,Lecture,TCI,3
['LEAD 310 - Prin of Leadership'],"['General education social and behavioral sciences course. Introduces leadership theory and practice, examines the current ideas on leadership, provides practice for developing leadership skills, and offers personal experiences for self-reflection. No previous exposure to leadership principles, ideas, models or concepts is required.']",Sport and Leadership Studies,Undergraduate,30,5,Richard Michael Ross (P),17112,TBA,TBA,8/19/2024-10/9/2024,Online ONLINE,Lecture,OLA,3
['LEAD 325 - Equity and Leadership'],"['Examines strategies for change, leadership and equity within a variety of contemporary organizational settings, situations and industries. Course includes diversity content.']",Sport and Leadership Studies,Undergraduate,25,5,Bobby Daniel Berry (P),17445,09:30 AM - 10:45 AM,TR,8/19/2024-12/12/2024,Main Campus R.D. Hubbard Hall 230,Lecture,HYB1,3
['LEAD 399G - Soc Comment Thru Horror Films'],"['The horror film genre is designed to scare and thrill audiences. It also is proven to be effective in covering complex diversity, equity and inclusion (DEI) topics including race, gender identity, sexual orientation, current events and cultural differences. Throughout the history of the horror genre, current societal fears are played out on the big screen, sometimes without the audience even realizing it. The primary purpose of this course is to understand the social commentary in horror films, what particular topic was prevalent in society at the time a horror film was created, and discuss the message film creators were conveying to the audience. Course includes diversity content.']",Sport and Leadership Studies,Undergraduate,25,5,Andrew James Myers (P),17329,04:15 PM - 06:45 PM,W,8/19/2024-12/12/2024,Main Campus Geology Building 206,Lecture,HYB2,3
['LEAD 400 - Applied Studies Practicum'],"[""Integrates coursework with planned and supervised professional experiences for a total of at least 160 hours. Repeatable for a total of 9 credit hours. Prerequisite(s): advisor's consent.""]",Sport and Leadership Studies,Undergraduate,20,5,Jeffrey S Noble (P),17136,TBA,TBA,8/19/2024-12/12/2024,Outside Of Wichita,Experiential,CPI,3
['LEAD 405 - Partnership Building'],"['Examines the process, importance and outcomes associated with building, navigating and maintaining partnerships for leaders. Students learn how to address, formulate and structure partnerships with community agencies. The course addresses topics, such as basic communication and relationship skills, and the study of and exposure to underserved and under‐represented populations. Students are introduced to skills and issues relevant to a variety of disciplines and industries. Repeatable for credit up to 6 credit hours. Course includes service-learning content.']",Sport and Leadership Studies,Undergraduate,15,0,Chelsea Breanne Redger Marquardt (P),17138,04:15 PM - 06:45 PM,M,8/19/2024-10/9/2024,Main Campus Shocker Hall A Building A1311,Lecture,HYB1,3
['LEAD 405H - Partnership Building Honors'],"['Examines the process, importance and outcomes associated with building, navigating and maintaining partnerships for leaders. Students learn how to address, formulate and structure partnerships with community agencies. The course addresses topics, such as basic communication and relationship skills, and the study of and exposure to underserved and under‐represented populations. Students are introduced to skills and issues relevant to a variety of disciplines and industries. Repeatable for credit up to 6 credit hours. Course includes service-learning content.']",Sport and Leadership Studies,Undergraduate,5,5,Chelsea Breanne Redger Marquardt (P),17139,04:15 PM - 06:45 PM,M,8/19/2024-10/9/2024,Main Campus Shocker Hall A Building A1311,Lecture,HYB1,3
['LEAD 421 - Organizational Design I'],"[""Students identify and learn foundational aspects of organizational structure and design, which help increase communication, productivity, engagement and inspire collaboration among organizational personnel. Prerequisite(s): advisor's consent.""]",Sport and Leadership Studies,Undergraduate,20,5,Mark Clayton Vermillion (P),17140,TBA,TBA,8/19/2024-10/9/2024,Online ONLINE,Lecture,OLA,3
['LEAD 421H - Organizational Design I Honors'],"[""Students identify and learn foundational aspects of organizational structure and design, which help increase communication, productivity, engagement and inspire collaboration among organizational personnel. Prerequisite(s): advisor's consent.""]",Sport and Leadership Studies,Undergraduate,10,0,Mark Clayton Vermillion (P),17141,TBA,TBA,8/19/2024-10/9/2024,Online ONLINE,Lecture,OLA,3
['LEAD 422 - Org Design & Engmnt II'],"[""Students continue to examine key concepts of organizational structure and design in order to better understand organizational leadership, culture, communication and personnel engagement. Prerequisite(s): advisor's consent.""]",Sport and Leadership Studies,Undergraduate,20,5,Mark Clayton Vermillion (P),17142,TBA,TBA,10/10/2024-12/5/2024,Online ONLINE,Lecture,OLA,3
['LEAD 422H - Org Design & Engmnt II Honors'],"[""Students continue to examine key concepts of organizational structure and design in order to better understand organizational leadership, culture, communication and personnel engagement. Prerequisite(s): advisor's consent.""]",Sport and Leadership Studies,Undergraduate,10,0,Mark Clayton Vermillion (P),17288,TBA,TBA,10/10/2024-12/5/2024,Online ONLINE,Lecture,OLA,3
"['LEAD 440 - Interview Principles, Techqs']","['Examines the basic principles and techniques of interviewing and their application in informational, employment and organizational contexts. Applied course designed to develop basic relationship-building, interviewing, reporting, problem-solving and decision-making skills with diverse clients, co-workers, or other groups. Focuses on fundamentals and techniques that cut across multiple interviewing situations and prepare students for current real-world applications.']",Sport and Leadership Studies,Undergraduate,30,5,Andrew James Myers (P),17143,TBA,TBA,8/19/2024-10/9/2024,Online ONLINE,Lecture,OLA,3
['LEAD 450 - Applied Studies Internship'],['Integrates coursework with planned and supervised professional experiences for a total of at least 400 hours. Repeatable for a total of 6 credit hours. Prerequisite(s): program consent.'],Sport and Leadership Studies,Undergraduate,35,0,Jeffrey S Noble (P),17144,TBA,TBA,8/19/2024-12/12/2024,Inside Wichita City Limit,Experiential,CPI,2
['LEAD 499 - Cultivating Culture and Change'],"['Students examine the concept of team learning by exploring mental models and systems thinking practices. Through practice, students learn about the current workplace trends and create a foundation for organizational culture from a leadership perspective.']",Sport and Leadership Studies,Undergraduate,20,5,Nichole Marlene Childers (P),17150,TBA,TBA,10/10/2024-12/5/2024,Online ONLINE,Lecture,OLA,3
['LEAD 507 - Managerial Leadership'],"['Introduces the concepts, responsibilities and styles of managerial leadership. Students learn about the various components of organizations and how to apply managerial decision making and leadership theories in an environment of complexity and diversity.']",Sport and Leadership Studies,Undergraduate and Graduate,25,5,Jeffrey S Noble (P),17151,TBA,TBA,8/19/2024-10/9/2024,Online ONLINE,Lecture,OLA,3
['LEAD 520 - Principle Learning Environment'],"['Focuses on human growth and development, and learning theory with special attention paid to motivation, learning environment management, human behavior, principles of cognition, and their implications for workforce trainers. Examines the biological and societal influence on these factors, emphasizing the application of these principles to a variety of workforce environments.']",Sport and Leadership Studies,Undergraduate and Graduate,20,5,Courtney  Calder (P),17451,TBA,TBA,10/10/2024-12/5/2024,Online ONLINE,Lecture,OLA,3
['LEAD 550 - Applied Studies Appshp I'],['An applied learning experience requiring a planned and supervised professional experience and documented learning outcomes. Student must document at least 480 hours of applied learning. For undergraduate credit only. Repeatable for a total of 6 credit hours. Prerequisite(s): program consent.'],Sport and Leadership Studies,Undergraduate and Graduate,30,0,Jeffrey S Noble (P),17135,TBA,TBA,8/19/2024-12/12/2024,Outside Of Wichita,Experiential,CPI,2
['LEAD 600 - Applied Studies Appshp II'],['An applied learning experience requiring a planned and supervised professional experience and documented learning outcomes. Student must document at least 640 hours of applied learning. For undergraduate credit only. Repeatable for a total of 6 credit hours. Prerequisite(s): program consent.'],Sport and Leadership Studies,Undergraduate and Graduate,20,5,Jeffrey S Noble (P),17156,TBA,TBA,8/19/2024-12/12/2024,Inside Wichita City Limit,Experiential,CPI,3
