Title,Description,Department,Levels,Class Quota,Waitlist Maximum,Instructor,CRN,Time,Days,Date,Where,Course Type,Method,Credit Hours
['ME 728 - Advanced Electronic Materials'],"[""Focuses on electronic materials which are fundamental and critical to performances and applications of electronic devices. Structure-property and property-relationships of different types of electronic materials are discussed. Cutting edge technologies in development of advanced electronic materials and devices are introduced. High level knowledge of electronic material structures, properties and applications of electronic materials, and basic principles for material design for electronics. Prerequisite(s): ME 250 or PHYS 313; or instructor's consent.""]",Mechanical Engineering,Undergraduate and Graduate,27,3,Bin  Li (P),22357,08:00 AM - 09:15 AM,TR,1/21/2025-5/15/2025,Main Campus Engineering Building 210,Lecture,TCI,3
['ME 731 - Adv Heat Exchange Design'],"['Topics cover advanced design of fluidized bed, heat pipe, and high-temperature heat exchangers. Design experience through individual projects. Prerequisite(s): ME 521, ME 522.']",Mechanical Engineering,Undergraduate and Graduate,47,3,Tiruvadi S Ravigururajan (P),22668,11:00 AM - 01:30 PM,T,1/21/2025-5/15/2025,Main Campus Woolsey Hall 225,Lecture,TCI,3
['ME 749 - Applications of FEM in ME'],"[""Introduces the finite element method (FEM) as a powerful and general tool for solving differential equations arising from modeling practical engineering problems. Finite element solutions to one- and two-dimensional mechanical engineering problems in mechanical systems, heat transfer, fluid mechanics and vibrations. Includes Galerkin's and variational finite element models. Introduces commercial finite element computer tools such as ANSYS. Prerequisite(s): ME 325 and ME 439. Pre- or corequisite(s): ME 522 or graduate status. Corequisite(s): ME 749L.""]",Mechanical Engineering,Undergraduate and Graduate,47,3,Brian J Driessen (P),23272,05:35 PM - 06:50 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 202,Lecture,TCI,3
['ME 749L - Appl of FEM in ME Lab'],['Course Description Not Available'],Mechanical Engineering,Undergraduate and Graduate,47,3,Brian J Driessen (P),23273,07:05 PM - 09:35 PM,M,1/21/2025-5/15/2025,Main Campus Jabara Hall 104,Lab,TCI,0
['ME 752 - Failure Analysis Meth & Tools'],"[""Introduces the fundamental concepts of the failure analysis of engineering components at various environmental and testing conditions, and provides general knowledge on the procedures and mechanisms involved in failure analysis.  Topics include procedural approaches in failure analysis; metallographic and fractographic studies, analysis of broken components by macroscopic, microscopic and nanoscopic observations, reviews common experimental methods used in failure analysis, and specific descriptions of failures for metallic, ceramics, polymeric and composite materials at micro- and nanoscales.  Students learn advanced materials characterization techniques including scanning electron microscopy (SEM), energy dispersive spectroscopy (EDS) and compositional dot mapping, x-ray diffraction (XRD), Fourier transform infrared spectroscopy (FTIR) optical microscopy, and fracture surface sample preparation.  Undergraduate and graduate students are expected to gain an understanding of these subjects, and how they are applied in industrial applications. Prerequisite(s): ME 250, and ME 439; or instructor's consent.""]",Mechanical Engineering,Undergraduate and Graduate,27,3,Ramazan  Asmatulu (P),23235,07:05 PM - 08:20 PM,TR,1/21/2025-5/15/2025,Main Campus Jabara Hall 126,Lecture,TCI,3
['ME 762 - Polymeric Composite Materials'],"[""Designed to provide students with an understanding and knowledge about polymeric composite materials. The characteristics of various reinforcements and polymeric matrices are presented and their processing techniques, capabilities and limitations are highlighted. In addition, various methods for manufacturing of polymeric composites along with their capabilities are discussed. Characterization techniques, test methods, assembly and joining of polymeric composites are presented. Prerequisite(s): AE 333 or equivalent; or graduate standing; or instructor's consent.""]",Mechanical Engineering,Undergraduate and Graduate,27,3,TBA,24813,02:00 PM - 04:30 PM,W,1/21/2025-5/15/2025,Main Campus Neff Hall 210,Lecture,TCI,3
['ME 777 - Mechanical Engineering Seminar'],"[""A mechanical engineering graduate seminar to develop critical thinking/foundation for students' future professional careers with cutting-edge research activities in the area of mechanical engineering. Provides the necessary scientific and mechanical engineering knowledge for future successful professionals. Students are required to register and pass this course at least one semester during their entire graduate study. Course meets biweekly per semester. Repeatable.""]",Mechanical Engineering,Undergraduate and Graduate,47,3,TBA,22675,03:00 PM - 04:00 PM,F,1/21/2025-5/15/2025,Main Campus Jabara Hall 104,Seminar,TCI,0
['ME 781A - Cooperative Education'],"[""Academic program that expands a student's learning experiences through paid employment in a supervised educational work setting related to the student's major field of study or career focus. Intended for students who are working full time on their co-op assignment and do not need to be enrolled in any other course. Graded Cr/NCr unless student has received permission before enrolling for course to be used as an elective. Repeatable for credit. Prerequisite(s): approval by the appropriate faculty sponsor.""]",Mechanical Engineering,Undergraduate and Graduate,47,3,Tiruvadi S Ravigururajan (P),20303,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Experiential,CPI,1
['ME 829 - Adv Comp-Aid Anlys Mech Systs'],"[""Computational methods in modeling and analysis of spatial multibody mechanical systems. Includes Euler parameters, automatic generation of governing equations of kinematics and dynamics, numerical techniques and computational methods; computer-oriented projects on ground vehicles with suspension and steering mechanisms, crashworthiness and biodynamics. Prerequisite(s): ME 729 or instructor's consent.""]",Mechanical Engineering,Graduate,47,3,Hamid M Lankarani (P),21322,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 123,Lecture,TCI,3
['ME 829L - Adv Comp Aided Anlys Lab'],[''],Mechanical Engineering,Graduate,47,3,Hamid M Lankarani (P),21617,09:30 AM - 10:45 AM,MW,1/21/2025-5/15/2025,Main Campus Wallace Hall 123,Lab,TCI,0
['ME 845 - Renewable Energy'],"['A study of renewable energy, covering current energy portfolio, energy projections, energy sources, energy storage and energy devices. Review of major types of renewable energy including wind, solar, biomass, geothermal and hydropower/marine; alternative fuel and ammonia; energy storage technologies and batteries; and hydrogen energy and fuel cells. Prerequisite(s): graduate student status.']",Mechanical Engineering,Graduate,27,3,Shuang  Gu (P),24302,04:00 PM - 05:15 PM,MW,1/21/2025-5/15/2025,Main Campus Engineering Building 210,Lecture,TCI,3
['ME 870 - Adv Laser Applications in MfgE'],"[""Examines laser technology which is defined as the methods, processes or products that make use of the spectrum of laser light, and any system whose function is to study, measure, transform or transmit the light. Covers laser processing to produce features and modify properties in metals, organic polymers, inorganic insulators, superconductors, semiconductors and biological materials on the meso, micro and nano scales. Students analyze and discuss selected technical papers on using laser nano/micro materials processing in electronic, opto-electronic, MEMS, medical-therapeutic applications, heat treatment, scanning, engraving, photolithography, peening, cladding, engraving and bonding. Investigates cutting-edge technologies in design and applications of new laser systems. Finite volume-based software Flow 3D is part of the lab experience. Prerequisite(s): ME 522 or instructor's consent. Corequisite(s): ME 870L.""]",Mechanical Engineering,Graduate,10,0,Rajeev Madhavan Nair (P),26591,03:00 PM - 05:30 PM,T,1/21/2025-5/15/2025,Main Campus R.D. Hubbard Hall 223,Lecture,TCI,3
['ME 870L - Adv Laser App in Manuf Lab'],"['Examines laser technology which is defined as the methods, processes or products that make use of the spectrum of laser light, and any system whose function is to study, measure, transform or transmit the light. Covers laser processing to produce features and modify properties in metals, organic polymers, inorganic insulators, superconductors, semiconductors and biological materials on the meso, micro and nano scales. Students analyze and discuss selected technical papers on using laser nano/micro materials processing in electronic, opto-electronic, MEMS, medical-therapeutic applications, heat treatment, scanning, engraving, photolithography, peening, cladding, engraving and bonding. Investigates cutting-edge technologies in design and applications of new laser systems. Finite volume-based software Flow 3D is part of the lab experience. Corequisite(s): ME 870.']",Mechanical Engineering,Graduate,10,0,Rajeev Madhavan Nair (P),26592,05:00 PM - 07:30 PM,F,1/21/2025-5/15/2025,Main Campus Jabara Hall 126,Lab,TCI,0
['ME 876 - Thesis'],"[""Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): MS thesis advisor's consent.""]",Mechanical Engineering,Graduate,15,0,Gisuk  Hwang (P),20900,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['ME 878 - MS Directed Project'],['A project conducted under the supervision of an academic advisor for the directed project option. Requires a written report and an oral presentation on the project. Prerequisite(s): consent of academic advisor.'],Mechanical Engineering,Graduate,15,0,Rajeev Madhavan Nair (P),20908,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['ME 890 - Indep Study in Mech Engr'],"[""Arranged individual, independent study in specialized content areas. Prerequisite(s): instructor's consent.""]",Mechanical Engineering,Graduate,15,0,Eylem  Asmatulu (P),21779,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,1
['ME 976 - PhD Dissertation'],['Student-driven research experience to address a specific research question. Potential topics should be formulated by the student and discussed with their advisor. Repeatable for credit. Prerequisite(s): admission to doctoral aspirant status.'],Mechanical Engineering,Graduate,15,0,Ramazan  Asmatulu (P),20912,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Individual Research,CPI,3
['ME 990 - Advanced Independent Study'],"[""Arranged individual, independent study in specialized content areas. Repeatable toward the PhD degree. Prerequisite(s): advanced standing and instructor's consent.""]",Mechanical Engineering,Graduate,15,0,Ikramuddin  Ahmed (P),21772,TBA,TBA,1/21/2025-5/15/2025,Main Campus,Appointment Course,CPI,3
['MGMT 360 - Principles of Management'],"['Successful managers focus on planning, organizing, leading and controlling. Through these four functions of management, students learn about the relationships between organizational goals, corporate strategy, structure, decision making, leadership, motivation, communication, group dynamics, organizational change and the international dimension of business. This is a Kansas Systemwide Transfer Course. Prerequisite(s): ENGL 101 or ENGL 100.']",Management,Undergraduate,60,20,Steven M Farmer (P),20153,TBA,TBA,1/21/2025-5/15/2025,Online,Lecture,OLA,3
